case_id,task_id,event_label,resource,start_time,completion_time
7084,34949,W_Complete application,User_28,2020-02-28 09:00:25.265742,2020-02-28 09:05:50.695829
5617,34712,W_Call after offers,User_29,2020-02-28 09:05:28.656654,2020-02-28 09:06:32.332454
2638,34720,W_Complete application,User_33,2020-02-28 09:01:47.033982,2020-02-28 09:07:01.633506
2057,34719,W_Call after offers,User_29,2020-02-28 09:06:32.332454,2020-02-28 09:07:51.046893
7087,34952,W_Complete application,User_28,2020-02-28 09:05:50.695829,2020-02-28 09:09:09.991171
5624,34722,W_Call after offers,User_29,2020-02-28 09:07:51.046893,2020-02-28 09:09:13.886674
5629,34726,W_Call after offers,User_29,2020-02-28 09:09:13.886674,2020-02-28 09:10:03.473938
1691,34732,W_Call after offers,User_29,2020-02-28 09:10:03.473938,2020-02-28 09:10:56.602608
6954,34737,W_Complete application,User_29,2020-02-28 09:10:56.602608,2020-02-28 09:12:03.155816
5640,34744,W_Call after offers,User_29,2020-02-28 09:12:03.155816,2020-02-28 09:13:10.380393
7090,34955,W_Complete application,User_28,2020-02-28 09:09:09.991171,2020-02-28 09:13:50.756759
5625,34723,W_Complete application,User_33,2020-02-28 09:07:01.633506,2020-02-28 09:15:55.479114
6956,34753,W_Complete application,User_29,2020-02-28 09:13:10.380393,2020-02-28 09:16:27.248977
7093,34958,W_Complete application,User_28,2020-02-28 09:13:50.756759,2020-02-28 09:17:30.463000
7096,34961,W_Complete application,User_28,2020-02-28 09:17:30.463000,2020-02-28 09:21:06.048350
6952,34727,W_Complete application,User_33,2020-02-28 09:15:55.479114,2020-02-28 09:22:44.096538
5630,34734,W_Call after offers,User_33,2020-02-28 09:22:44.096538,2020-02-28 09:24:26.641652
7099,34964,W_Complete application,User_28,2020-02-28 09:21:06.048350,2020-02-28 09:25:47.311781
6955,34764,W_Complete application,User_29,2020-02-28 09:16:27.248977,2020-02-28 09:26:16.537761
6960,34770,W_Call after offers,User_29,2020-02-28 09:26:16.537761,2020-02-28 09:27:25.325488
7102,34967,W_Handle leads,User_28,2020-02-28 09:25:47.311781,2020-02-28 09:27:53.961329
6953,34740,W_Call after offers,User_33,2020-02-28 09:24:26.641652,2020-02-28 09:29:16.671000
5641,34746,W_Call after offers,User_33,2020-02-28 09:29:16.671000,2020-02-28 09:32:43.230189
7104,34969,W_Complete application,User_28,2020-02-28 09:27:53.961329,2020-02-28 09:35:42.797798
6965,34775,W_Complete application,User_29,2020-02-28 09:27:25.325488,2020-02-28 09:36:03.233857
6969,34790,W_Call after offers,User_29,2020-02-28 09:36:03.233857,2020-02-28 09:36:41.873710
6958,34755,W_Complete application,User_33,2020-02-28 09:32:43.230189,2020-02-28 09:39:16.258828
7107,34972,W_Complete application,User_28,2020-02-28 09:35:42.797798,2020-02-28 09:40:10.622008
6957,34760,W_Handle leads,User_33,2020-02-28 09:39:16.258828,2020-02-28 09:41:42.213340
7109,34974,W_Complete application,User_28,2020-02-28 09:40:10.622008,2020-02-28 09:46:30.535954
6975,34797,W_Complete application,User_29,2020-02-28 09:36:41.873710,2020-02-28 09:47:24.643347
7112,34977,W_Complete application,User_28,2020-02-28 09:46:30.535954,2020-02-28 09:50:38.053356
5645,34766,W_Complete application,User_33,2020-02-28 09:41:42.213340,2020-02-28 09:50:39.180548
7115,34980,W_Complete application,User_28,2020-02-28 09:50:38.053356,2020-02-28 09:57:12.077845
6961,34763,W_Complete application,User_33,2020-02-28 09:50:39.180548,2020-02-28 09:57:23.417080
7118,34983,W_Complete application,User_28,2020-02-28 09:57:12.077845,2020-02-28 10:00:39.920252
6966,34776,W_Complete application,User_33,2020-02-28 09:57:23.417080,2020-02-28 10:03:38.667343
6979,34804,W_Complete application,User_29,2020-02-28 09:47:24.643347,2020-02-28 10:03:58.801948
6970,34781,W_Handle leads,User_33,2020-02-28 10:03:38.667343,2020-02-28 10:05:57.087726
6964,34786,W_Handle leads,User_33,2020-02-28 10:05:57.087726,2020-02-28 10:09:06.031077
4334,34812,W_Complete application,User_29,2020-02-28 10:03:58.801948,2020-02-28 10:15:29.101402
6972,34783,W_Complete application,User_33,2020-02-28 10:09:06.031077,2020-02-28 10:15:42.698156
6973,34818,W_Complete application,User_29,2020-02-28 10:15:29.101402,2020-02-28 10:27:50.729011
5654,34824,W_Call after offers,User_29,2020-02-28 10:27:50.729011,2020-02-28 10:28:56.070625
6977,34800,W_Complete application,User_33,2020-02-28 10:15:42.698156,2020-02-28 10:29:33.785791
6974,34831,W_Call after offers,User_29,2020-02-28 10:28:56.070625,2020-02-28 10:29:53.297517
6981,34807,W_Complete application,User_33,2020-02-28 10:29:33.785791,2020-02-28 10:35:02.979097
6988,34838,W_Complete application,User_29,2020-02-28 10:29:53.297517,2020-02-28 10:39:28.583021
5659,34847,W_Call after offers,User_29,2020-02-28 10:39:28.583021,2020-02-28 10:40:34.567364
6986,34851,W_Complete application,User_29,2020-02-28 10:40:34.567364,2020-02-28 10:44:07.771435
6983,34813,W_Complete application,User_33,2020-02-28 10:35:02.979097,2020-02-28 10:47:19.127481
6980,34820,W_Call after offers,User_33,2020-02-28 10:47:19.127481,2020-02-28 10:50:54.055489
6994,34855,W_Complete application,User_29,2020-02-28 10:44:07.771435,2020-02-28 10:52:56.530339
6976,34826,W_Call after offers,User_33,2020-02-28 10:50:54.055489,2020-02-28 10:53:23.432986
6982,34833,W_Call after offers,User_33,2020-02-28 10:53:23.432986,2020-02-28 10:55:22.864632
6990,34840,W_Handle leads,User_33,2020-02-28 10:55:22.864632,2020-02-28 10:58:03.160027
6987,34848,W_Call after offers,User_33,2020-02-28 10:58:03.160027,2020-02-28 11:02:30.142850
6997,34858,W_Complete application,User_29,2020-02-28 10:52:56.530339,2020-02-28 11:16:05.576569
2707,28451,W_Call incomplete files,User_128,2020-02-28 08:59:43.283875,2020-02-28 15:31:37.265027
1828,28488,W_Validate application,User_128,2020-02-28 15:31:37.265027,2020-02-28 15:56:52.816622
5516,28688,W_Call incomplete files,User_128,2020-02-28 15:56:52.816622,2020-02-28 21:46:10.216800
6992,34853,W_Handle leads,User_18,2020-02-28 22:00:00.000000,2020-02-28 22:00:30.542493
5660,34852,W_Call after offers,User_30,2020-02-28 22:00:00.000000,2020-02-28 22:02:12.767739
7000,34861,W_Complete application,User_18,2020-02-28 22:00:30.542493,2020-02-28 22:05:13.917353
7004,34865,W_Complete application,User_18,2020-02-28 22:05:13.917353,2020-02-28 22:07:51.391094
7006,34867,W_Handle leads,User_18,2020-02-28 22:07:51.391094,2020-02-28 22:08:28.189733
6995,34856,W_Complete application,User_95,2020-02-28 22:00:00.000000,2020-02-28 22:08:42.848762
6998,34859,W_Complete application,User_30,2020-02-28 22:02:12.767739,2020-02-28 22:12:03.570442
7011,34872,W_Complete application,User_18,2020-02-28 22:08:28.189733,2020-02-28 22:12:34.900648
7003,34864,W_Complete application,User_30,2020-02-28 22:12:03.570442,2020-02-28 22:15:30.713767
7001,34862,W_Complete application,User_95,2020-02-28 22:08:42.848762,2020-02-28 22:16:02.124609
7015,34876,W_Complete application,User_18,2020-02-28 22:12:34.900648,2020-02-28 22:16:54.475656
3519,28888,W_Validate application,User_128,2020-02-28 21:46:10.216800,2020-02-28 22:17:35.529683
7020,34881,W_Handle leads,User_18,2020-02-28 22:16:54.475656,2020-02-28 22:17:56.754362
7025,34886,W_Complete application,User_18,2020-02-28 22:17:56.754362,2020-02-28 22:21:15.563026
7009,34870,W_Complete application,User_30,2020-02-28 22:15:30.713767,2020-02-28 22:24:31.918240
7008,34869,W_Complete application,User_95,2020-02-28 22:16:02.124609,2020-02-28 22:26:37.479609
7029,34890,W_Complete application,User_18,2020-02-28 22:21:15.563026,2020-02-28 22:26:50.025831
5568,29020,W_Validate application,User_128,2020-02-28 22:17:35.529683,2020-02-28 22:28:12.989511
7034,34895,W_Complete application,User_18,2020-02-28 22:26:50.025831,2020-02-28 22:31:35.673529
7035,34896,W_Handle leads,User_18,2020-02-28 22:31:35.673529,2020-02-28 22:33:55.527057
7014,34875,W_Complete application,User_30,2020-02-28 22:24:31.918240,2020-02-28 22:35:03.060657
7012,34873,W_Complete application,User_95,2020-02-28 22:26:37.479609,2020-02-28 22:35:40.071318
7038,34900,W_Handle leads,User_18,2020-02-28 22:33:55.527057,2020-02-28 22:35:52.805256
7043,34906,W_Complete application,User_18,2020-02-28 22:35:52.805256,2020-02-28 22:39:08.612702
7018,34879,W_Complete application,User_30,2020-02-28 22:35:03.060657,2020-02-28 22:41:09.671158
7017,34878,W_Complete application,User_95,2020-02-28 22:35:40.071318,2020-02-28 22:41:40.058695
7047,34910,W_Complete application,User_18,2020-02-28 22:39:08.612702,2020-02-28 22:42:39.841862
7052,34915,W_Call after offers,User_18,2020-02-28 22:42:39.841862,2020-02-28 22:43:45.331400
7023,34884,W_Complete application,User_30,2020-02-28 22:41:09.671158,2020-02-28 22:45:07.990456
7056,34919,W_Complete application,User_18,2020-02-28 22:43:45.331400,2020-02-28 22:46:55.255669
7028,34889,W_Call after offers,User_30,2020-02-28 22:45:07.990456,2020-02-28 22:48:36.838128
7022,34883,W_Complete application,User_95,2020-02-28 22:41:40.058695,2020-02-28 22:49:21.805289
7061,34924,W_Complete application,User_18,2020-02-28 22:46:55.255669,2020-02-28 22:50:37.890545
7032,34893,W_Complete application,User_30,2020-02-28 22:48:36.838128,2020-02-28 22:55:55.364608
7065,34928,W_Complete application,User_18,2020-02-28 22:50:37.890545,2020-02-28 22:56:27.717134
7041,34904,W_Complete application,User_30,2020-02-28 22:55:55.364608,2020-02-28 22:57:27.393293
7026,34887,W_Complete application,User_95,2020-02-28 22:49:21.805289,2020-02-28 22:57:32.569267
7070,34934,W_Complete application,User_18,2020-02-28 22:56:27.717134,2020-02-28 23:00:05.740986
7046,34909,W_Complete application,User_30,2020-02-28 22:57:27.393293,2020-02-28 23:02:18.050582
7070,39832,W_Call after offers,User_2,2020-02-28 23:00:05.740986,2020-02-28 23:02:54.401188
7070,39834,W_Call after offers,User_10,2020-02-28 23:02:54.401188,2020-02-28 23:04:46.876200
7074,34938,W_Complete application,User_18,2020-02-28 23:00:05.740986,2020-02-28 23:05:12.848043
7050,34913,W_Complete application,User_30,2020-02-28 23:02:18.050582,2020-02-28 23:05:38.362914
7046,39833,W_Complete application,User_33,2020-02-28 23:02:18.050582,2020-02-28 23:06:31.385333
7079,34943,W_Complete application,User_18,2020-02-28 23:05:12.848043,2020-02-28 23:07:07.419726
7031,34892,W_Complete application,User_95,2020-02-28 22:57:32.569267,2020-02-28 23:07:37.756020
7055,34918,W_Complete application,User_30,2020-02-28 23:05:38.362914,2020-02-28 23:08:13.264266
7083,34948,W_Handle leads,User_18,2020-02-28 23:07:07.419726,2020-02-28 23:09:17.526881
7059,34922,W_Call after offers,User_30,2020-02-28 23:08:13.264266,2020-02-28 23:10:16.555520
7055,39840,W_Call after offers,User_33,2020-02-28 23:08:13.264266,2020-02-28 23:10:50.074705
7031,39839,W_Call after offers,User_2,2020-02-28 23:07:37.756020,2020-02-28 23:11:38.325797
7050,39836,W_Complete application,User_83,2020-02-28 23:05:38.362914,2020-02-28 23:12:16.289112
7037,34899,W_Complete application,User_95,2020-02-28 23:07:37.756020,2020-02-28 23:13:40.350317
7083,39841,W_Complete application,User_10,2020-02-28 23:09:17.526881,2020-02-28 23:13:50.835379
7088,34953,W_Complete application,User_18,2020-02-28 23:09:17.526881,2020-02-28 23:14:30.594127
7088,39847,W_Call after offers,User_2,2020-02-28 23:14:30.594127,2020-02-28 23:17:07.301942
7092,34957,W_Complete application,User_18,2020-02-28 23:14:30.594127,2020-02-28 23:17:50.870447
7040,34903,W_Complete application,User_95,2020-02-28 23:13:40.350317,2020-02-28 23:18:49.802231
7050,39844,W_Complete application,User_83,2020-02-28 23:12:16.289112,2020-02-28 23:20:01.097242
7088,39848,W_Validate application,User_33,2020-02-28 23:17:07.301942,2020-02-28 23:21:34.184107
7064,34927,W_Complete application,User_30,2020-02-28 23:10:16.555520,2020-02-28 23:21:45.865327
7044,34907,W_Complete application,User_95,2020-02-28 23:18:49.802231,2020-02-28 23:22:03.253259
7097,34962,W_Complete application,User_18,2020-02-28 23:17:50.870447,2020-02-28 23:23:14.286788
7092,39849,W_Complete application,User_10,2020-02-28 23:17:50.870447,2020-02-28 23:23:37.766353
7098,34963,W_Handle leads,User_18,2020-02-28 23:23:14.286788,2020-02-28 23:23:54.433712
7103,34968,W_Handle leads,User_18,2020-02-28 23:23:54.433712,2020-02-28 23:25:25.537339
7108,34973,W_Handle leads,User_18,2020-02-28 23:25:25.537339,2020-02-28 23:26:29.509208
7049,34912,W_Call after offers,User_95,2020-02-28 23:22:03.253259,2020-02-28 23:26:40.620271
7092,39854,W_Complete application,User_2,2020-02-28 23:23:37.766353,2020-02-28 23:26:59.462506
7050,39851,W_Complete application,User_83,2020-02-28 23:20:01.097242,2020-02-28 23:27:51.915908
7103,39856,W_Complete application,User_10,2020-02-28 23:25:25.537339,2020-02-28 23:29:07.393327
7113,34978,W_Complete application,User_18,2020-02-28 23:26:29.509208,2020-02-28 23:29:36.185158
7098,39855,W_Complete application,User_33,2020-02-28 23:23:54.433712,2020-02-28 23:29:44.265067
7068,34931,W_Complete application,User_30,2020-02-28 23:21:45.865327,2020-02-28 23:30:05.235494
7050,39861,W_Call after offers,User_2,2020-02-28 23:27:51.915908,2020-02-28 23:30:29.369977
7117,34982,W_Complete application,User_18,2020-02-28 23:29:36.185158,2020-02-28 23:32:44.127243
7113,39863,W_Complete application,User_10,2020-02-28 23:29:36.185158,2020-02-28 23:33:59.339597
7108,39858,W_Complete application,User_83,2020-02-28 23:27:51.915908,2020-02-28 23:34:04.528799
7103,39862,W_Call after offers,User_33,2020-02-28 23:29:44.265067,2020-02-28 23:34:07.383135
7113,39868,W_Call after offers,User_2,2020-02-28 23:33:59.339597,2020-02-28 23:36:55.548761
7121,34986,W_Complete application,User_18,2020-02-28 23:32:44.127243,2020-02-28 23:37:31.369860
7108,39869,W_Call after offers,User_33,2020-02-28 23:34:07.383135,2020-02-28 23:37:49.402558
7053,34916,W_Complete application,User_95,2020-02-28 23:26:40.620271,2020-02-28 23:39:08.086075
7113,39870,W_Validate application,User_10,2020-02-28 23:36:55.548761,2020-02-28 23:39:23.105583
7124,34989,W_Complete application,User_18,2020-02-28 23:37:31.369860,2020-02-28 23:40:30.327674
7125,34990,W_Handle leads,User_18,2020-02-28 23:40:30.327674,2020-02-28 23:41:46.771533
7068,39865,W_Complete application,User_83,2020-02-28 23:34:04.528799,2020-02-28 23:42:48.483310
7073,34937,W_Complete application,User_30,2020-02-28 23:30:05.235494,2020-02-28 23:44:02.334217
7108,39872,W_Call after offers,User_83,2020-02-28 23:42:48.483310,2020-02-28 23:44:45.204573
7125,39876,W_Handle leads,User_33,2020-02-28 23:41:46.771533,2020-02-28 23:45:09.451109
7124,39875,W_Complete application,User_2,2020-02-28 23:40:30.327674,2020-02-28 23:45:24.299011
7068,39877,W_Complete application,User_10,2020-02-28 23:42:48.483310,2020-02-28 23:47:00.327933
7128,34993,W_Complete application,User_18,2020-02-28 23:41:46.771533,2020-02-28 23:47:44.989925
7130,34995,W_Handle leads,User_18,2020-02-28 23:47:44.989925,2020-02-28 23:48:19.970209
7058,34921,W_Complete application,User_95,2020-02-28 23:39:08.086075,2020-02-28 23:48:24.303558
7077,34941,W_Complete application,User_30,2020-02-28 23:44:02.334217,2020-02-28 23:48:43.505537
7068,39884,W_Call after offers,User_10,2020-02-28 23:47:00.327933,2020-02-28 23:50:19.334770
7082,34946,W_Complete application,User_30,2020-02-28 23:48:43.505537,2020-02-28 23:52:32.846115
7124,39883,W_Complete application,User_33,2020-02-28 23:45:24.299011,2020-02-28 23:52:39.829656
7086,34951,W_Complete application,User_30,2020-02-28 23:52:32.846115,2020-02-28 23:52:53.574918
7086,39891,W_Call after offers,User_10,2020-02-28 23:52:53.574918,2020-02-28 23:53:52.557095
2063,29123,W_Validate application,User_128,2020-02-28 22:28:12.989511,2020-02-28 23:54:14.304680
7133,34998,W_Complete application,User_18,2020-02-28 23:48:19.970209,2020-02-28 23:55:01.246039
7124,39890,W_Call after offers,User_33,2020-02-28 23:52:39.829656,2020-02-28 23:55:33.450626
8309,39878,W_Complete application,User_83,2020-02-28 23:44:45.204573,2020-02-28 23:55:57.722232
7134,34999,W_Handle leads,User_18,2020-02-28 23:55:01.246039,2020-02-28 23:56:04.248009
7091,34956,W_Complete application,User_30,2020-02-28 23:52:53.574918,2020-02-28 23:58:09.221539
7137,35002,W_Call after offers,User_18,2020-02-28 23:56:04.248009,2020-02-28 23:58:30.030134
7062,34925,W_Complete application,User_95,2020-02-28 23:48:24.303558,2020-02-28 23:59:53.320832
7137,39898,W_Call after offers,User_33,2020-02-28 23:58:30.030134,2020-02-29 00:00:22.864355
7130,39886,W_Complete application,User_83,2020-02-28 23:55:57.722232,2020-02-29 00:01:31.992074
7140,35005,W_Complete application,User_18,2020-02-28 23:58:30.030134,2020-02-29 00:02:15.121700
7095,34960,W_Complete application,User_30,2020-02-28 23:58:09.221539,2020-02-29 00:04:40.225185
7143,35008,W_Complete application,User_18,2020-02-29 00:02:15.121700,2020-02-29 00:06:02.097197
7124,39894,W_Call after offers,User_83,2020-02-29 00:01:31.992074,2020-02-29 00:06:08.359805
7067,34930,W_Complete application,User_95,2020-02-28 23:59:53.320832,2020-02-29 00:07:20.031966
7062,39899,W_Complete application,User_10,2020-02-28 23:59:53.320832,2020-02-29 00:07:28.254859
7140,39902,W_Call after offers,User_83,2020-02-29 00:06:08.359805,2020-02-29 00:09:01.175241
7067,39907,W_Call after offers,User_24,2020-02-29 00:07:20.031966,2020-02-29 00:09:46.248898
7062,39908,W_Call after offers,User_10,2020-02-29 00:07:28.254859,2020-02-29 00:09:55.375147
7124,39906,W_Validate application,User_33,2020-02-29 00:06:08.359805,2020-02-29 00:10:53.253326
7101,34966,W_Complete application,User_30,2020-02-29 00:04:40.225185,2020-02-29 00:11:44.838434
7146,35011,W_Complete application,User_18,2020-02-29 00:06:02.097197,2020-02-29 00:12:25.276843
7148,35013,W_Handle leads,User_18,2020-02-29 00:12:25.276843,2020-02-29 00:13:15.798621
7149,35014,W_Handle leads,User_18,2020-02-29 00:13:15.798621,2020-02-29 00:14:05.183743
7152,35017,W_Handle leads,User_18,2020-02-29 00:14:05.183743,2020-02-29 00:15:11.259402
7149,39915,W_Handle leads,User_33,2020-02-29 00:14:05.183743,2020-02-29 00:15:39.849335
7071,34935,W_Complete application,User_95,2020-02-29 00:07:20.031966,2020-02-29 00:16:15.127885
7149,39917,W_Handle leads,User_10,2020-02-29 00:15:39.849335,2020-02-29 00:16:23.919837
7106,34971,W_Complete application,User_30,2020-02-29 00:11:44.838434,2020-02-29 00:17:49.507165
7124,39911,W_Validate application,User_83,2020-02-29 00:10:53.253326,2020-02-29 00:18:17.425735
7152,39916,W_Handle leads,User_24,2020-02-29 00:15:11.259402,2020-02-29 00:18:51.617619
7125,39882,W_Handle leads,User_2,2020-02-28 23:45:24.299011,2020-02-29 00:19:55.460985
7111,34976,W_Call after offers,User_30,2020-02-29 00:17:49.507165,2020-02-29 00:20:46.682060
7155,35020,W_Complete application,User_18,2020-02-29 00:15:11.259402,2020-02-29 00:21:16.182483
7125,39923,W_Complete application,User_33,2020-02-29 00:19:55.460985,2020-02-29 00:21:26.924835
7156,35021,W_Handle leads,User_18,2020-02-29 00:21:16.182483,2020-02-29 00:22:04.193153
7149,39919,W_Complete application,User_83,2020-02-29 00:18:17.425735,2020-02-29 00:22:14.419058
7082,39889,W_Call after offers,User_2,2020-02-29 00:19:55.460985,2020-02-29 00:22:47.700371
7076,34940,W_Complete application,User_95,2020-02-29 00:16:15.127885,2020-02-29 00:24:02.648021
7125,39925,W_Call after offers,User_10,2020-02-29 00:21:26.924835,2020-02-29 00:24:07.596476
7155,39924,W_Call after offers,User_24,2020-02-29 00:21:16.182483,2020-02-29 00:24:41.689592
7155,39930,W_Call after offers,User_24,2020-02-29 00:24:41.689592,2020-02-29 00:25:15.742035
7116,34981,W_Complete application,User_30,2020-02-29 00:20:46.682060,2020-02-29 00:25:59.593282
7159,35024,W_Complete application,User_18,2020-02-29 00:22:04.193153,2020-02-29 00:26:02.119346
7155,39931,W_Call after offers,User_10,2020-02-29 00:25:15.742035,2020-02-29 00:27:05.695029
7091,39897,W_Call after offers,User_2,2020-02-29 00:22:47.700371,2020-02-29 00:27:22.792076
7076,39929,W_Call after offers,User_33,2020-02-29 00:24:02.648021,2020-02-29 00:28:47.986562
7162,35027,W_Complete application,User_18,2020-02-29 00:26:02.119346,2020-02-29 00:28:52.239013
7143,39905,W_Call after offers,User_2,2020-02-29 00:27:22.792076,2020-02-29 00:28:59.176701
7159,39933,W_Call after offers,User_83,2020-02-29 00:26:02.119346,2020-02-29 00:30:05.568690
7159,39938,W_Call after offers,User_24,2020-02-29 00:30:05.568690,2020-02-29 00:30:51.819124
7143,39937,W_Validate application,User_33,2020-02-29 00:28:59.176701,2020-02-29 00:32:24.578206
7148,39914,W_Complete application,User_2,2020-02-29 00:28:59.176701,2020-02-29 00:33:06.353374
7152,39922,W_Complete application,User_2,2020-02-29 00:33:06.353374,2020-02-29 00:33:47.125536
7080,34944,W_Complete application,User_95,2020-02-29 00:24:02.648021,2020-02-29 00:34:09.088618
7082,39928,W_Call after offers,User_2,2020-02-29 00:33:47.125536,2020-02-29 00:34:25.430405
7165,35030,W_Complete application,User_18,2020-02-29 00:28:52.239013,2020-02-29 00:34:34.645629
7159,39939,W_Validate application,User_10,2020-02-29 00:30:51.819124,2020-02-29 00:35:03.432486
7120,34985,W_Complete application,User_30,2020-02-29 00:25:59.593282,2020-02-29 00:36:24.075199
7168,35033,W_Complete application,User_18,2020-02-29 00:34:34.645629,2020-02-29 00:37:51.355119
7162,39936,W_Complete application,User_2,2020-02-29 00:34:25.430405,2020-02-29 00:37:51.884552
7152,39942,W_Call after offers,User_83,2020-02-29 00:33:47.125536,2020-02-29 00:39:00.237600
7123,34988,W_Complete application,User_30,2020-02-29 00:36:24.075199,2020-02-29 00:39:05.657742
7169,35034,W_Handle leads,User_18,2020-02-29 00:37:51.355119,2020-02-29 00:39:05.834494
7085,34950,W_Complete application,User_95,2020-02-29 00:34:09.088618,2020-02-29 00:39:12.330022
7162,39948,W_Call after offers,User_10,2020-02-29 00:37:51.884552,2020-02-29 00:39:20.065356
7120,39946,W_Call after offers,User_33,2020-02-29 00:36:24.075199,2020-02-29 00:40:09.881729
7168,39947,W_Complete application,User_24,2020-02-29 00:37:51.355119,2020-02-29 00:40:13.749096
7127,34992,W_Complete application,User_30,2020-02-29 00:39:05.657742,2020-02-29 00:40:24.675846
7159,39945,W_Validate application,User_2,2020-02-29 00:37:51.884552,2020-02-29 00:40:25.928289
7162,39952,W_Call after offers,User_2,2020-02-29 00:40:25.928289,2020-02-29 00:41:25.176067
7172,35037,W_Handle leads,User_18,2020-02-29 00:39:05.834494,2020-02-29 00:41:25.448148
7120,39953,W_Call after offers,User_33,2020-02-29 00:40:09.881729,2020-02-29 00:42:10.802967
7173,35039,W_Handle leads,User_18,2020-02-29 00:41:25.448148,2020-02-29 00:42:56.305376
7168,39954,W_Complete application,User_24,2020-02-29 00:40:13.749096,2020-02-29 00:43:02.907204
7176,35042,W_Handle leads,User_18,2020-02-29 00:42:56.305376,2020-02-29 00:43:41.860935
7179,35045,W_Handle leads,User_18,2020-02-29 00:43:41.860935,2020-02-29 00:44:01.258345
7168,39959,W_Call after offers,User_2,2020-02-29 00:43:02.907204,2020-02-29 00:45:27.081609
7127,39955,W_Complete application,User_10,2020-02-29 00:40:24.675846,2020-02-29 00:45:34.990619
7176,39960,W_Handle leads,User_33,2020-02-29 00:43:41.860935,2020-02-29 00:46:09.888361
7089,34954,W_Complete application,User_95,2020-02-29 00:39:12.330022,2020-02-29 00:46:20.539687
7168,39962,W_Validate application,User_10,2020-02-29 00:45:34.990619,2020-02-29 00:48:00.273063
7182,35048,W_Complete application,User_18,2020-02-29 00:44:01.258345,2020-02-29 00:48:17.765229
7168,39966,W_Validate application,User_2,2020-02-29 00:48:00.273063,2020-02-29 00:48:42.506826
7094,34959,W_Call after offers,User_95,2020-02-29 00:46:20.539687,2020-02-29 00:49:26.391704
7094,39969,W_Call after offers,User_10,2020-02-29 00:49:26.391704,2020-02-29 00:50:00.521449
7179,39961,W_Complete application,User_24,2020-02-29 00:44:01.258345,2020-02-29 00:50:09.599226
5663,35052,W_Complete application,User_18,2020-02-29 00:48:17.765229,2020-02-29 00:51:15.110343
4343,35057,W_Call after offers,User_18,2020-02-29 00:51:15.110343,2020-02-29 00:52:17.965748
7182,39967,W_Complete application,User_33,2020-02-29 00:48:17.765229,2020-02-29 00:52:58.537933
3474,35060,W_Call after offers,User_18,2020-02-29 00:52:17.965748,2020-02-29 00:53:01.185970
7132,34997,W_Complete application,User_30,2020-02-29 00:40:24.675846,2020-02-29 00:53:51.202953
3477,35063,W_Call after offers,User_18,2020-02-29 00:53:01.185970,2020-02-29 00:53:57.264386
7168,39968,W_Call incomplete files,User_24,2020-02-29 00:50:09.599226,2020-02-29 00:54:07.374057
7179,39971,W_Call after offers,User_83,2020-02-29 00:50:09.599226,2020-02-29 00:54:21.863795
4355,35066,W_Call after offers,User_18,2020-02-29 00:53:57.264386,2020-02-29 00:54:51.423943
7182,39974,W_Complete application,User_2,2020-02-29 00:52:58.537933,2020-02-29 00:56:28.215978
7168,39977,W_Call incomplete files,User_10,2020-02-29 00:54:07.374057,2020-02-29 00:56:36.089146
5689,35070,W_Call after offers,User_18,2020-02-29 00:54:51.423943,2020-02-29 00:57:02.552891
7168,39980,W_Call incomplete files,User_83,2020-02-29 00:56:36.089146,2020-02-29 00:57:29.459054
4373,35074,W_Call after offers,User_18,2020-02-29 00:57:02.552891,2020-02-29 00:57:42.416696
3474,39975,W_Validate application,User_33,2020-02-29 00:53:01.185970,2020-02-29 00:57:51.503675
7132,39976,W_Complete application,User_24,2020-02-29 00:54:07.374057,2020-02-29 00:58:24.625894
3474,39984,W_Validate application,User_33,2020-02-29 00:57:51.503675,2020-02-29 01:00:16.751712
4373,39983,W_Validate application,User_2,2020-02-29 00:57:42.416696,2020-02-29 01:00:17.672877
7100,34965,W_Complete application,User_95,2020-02-29 00:49:26.391704,2020-02-29 01:00:53.311861
4372,35077,W_Complete application,User_18,2020-02-29 00:57:42.416696,2020-02-29 01:01:04.482241
3487,35082,W_Call after offers,User_18,2020-02-29 01:01:04.482241,2020-02-29 01:01:42.065223
7132,39985,W_Call after offers,User_24,2020-02-29 00:58:24.625894,2020-02-29 01:02:08.623598
5690,35085,W_Call after offers,User_18,2020-02-29 01:01:42.065223,2020-02-29 01:02:36.659062
5690,39991,W_Call after offers,User_2,2020-02-29 01:02:36.659062,2020-02-29 01:03:32.618341
5690,39992,W_Call after offers,User_33,2020-02-29 01:03:32.618341,2020-02-29 01:04:26.371025
5706,35089,W_Call after offers,User_18,2020-02-29 01:02:36.659062,2020-02-29 01:05:06.368785
5690,39993,W_Call after offers,User_24,2020-02-29 01:04:26.371025,2020-02-29 01:05:20.412203
7136,35001,W_Complete application,User_30,2020-02-29 00:53:51.202953,2020-02-29 01:06:10.006137
5721,35095,W_Complete application,User_18,2020-02-29 01:05:06.368785,2020-02-29 01:07:24.853651
5703,35101,W_Complete application,User_18,2020-02-29 01:07:24.853651,2020-02-29 01:08:24.858130
7139,35004,W_Complete application,User_30,2020-02-29 01:06:10.006137,2020-02-29 01:08:53.753077
7105,34970,W_Complete application,User_95,2020-02-29 01:00:53.311861,2020-02-29 01:09:17.057437
7142,35007,W_Complete application,User_30,2020-02-29 01:08:53.753077,2020-02-29 01:11:24.795964
